epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,187.367,1.33666,3.28883,1.20504,0.45425,0.46949,0.38287,0.23549,1.2339,3.18696,1.1437,0.000550705,0.000550705,0.000550705
